mode,month,dtrip,dtrip_y2,expansion_factor,draw,state
fh,2,0,0,1,11,DE
pr,2,0,0,1,11,DE
sh,2,0,0,1,11,DE
fh,3,0,0,1,11,DE
pr,3,0,0,1,11,DE
sh,3,0,0,1,11,DE
fh,4,19.80180072784424,19.80180072784424,1,11,DE
pr,4,13506.1552734375,13506.1552734375,1,11,DE
sh,4,12194.97216796875,12194.97216796875,1,11,DE
fh,5,111.001697063446,116.046019077301,1.0454437,11,DE
pr,5,19819.35276412964,22547.51356887817,1.1376513,11,DE
sh,5,10115.96319580078,10418.83642578125,1.0299401,11,DE
fh,6,995.5655193328857,904.7057075500488,.90873545,11,DE
pr,6,176361.5625,172564.640625,.9784708,11,DE
sh,6,57275.63415527344,64292.1005859375,1.1225035,11,DE
fh,7,809.8495063781738,809.8495063781738,1,11,DE
pr,7,97907.28295898438,97907.28295898438,1,11,DE
sh,7,21916.67065429688,21916.67065429688,1,11,DE
fh,8,1324.131096839905,1324.131096839905,1,11,DE
pr,8,76146.74438476563,76146.74438476563,1,11,DE
sh,8,49210.40881347656,49210.40881347656,1,11,DE
fh,9,4.738284766674042,4.399835854768753,.9285714,11,DE
pr,9,31558.17004394531,31779.82305908203,1.0070237,11,DE
sh,9,42199.19921875,42087.46520996094,.99735224,11,DE
fh,10,344.7067928314209,371.6101016998291,1.0780469,11,DE
pr,10,13620.84741210938,15191.24822998047,1.1152939,11,DE
sh,10,8754.647827148438,10101.51672363281,1.1538461,11,DE
fh,11,0,0,1,11,DE
pr,11,0,0,1,11,DE
sh,11,0,0,1,11,DE
fh,12,0,0,1,11,DE
pr,12,0,0,1,11,DE
sh,12,0,0,1,11,DE
fh,1,0,0,1,12,DE
pr,1,0,0,1,12,DE
sh,1,0,0,1,12,DE
fh,2,0,0,1,12,DE
pr,2,0,0,1,12,DE
sh,2,0,0,1,12,DE
fh,3,0,0,1,12,DE
pr,3,0,0,1,12,DE
sh,3,0,0,1,12,DE
fh,4,15.94728291034698,15.94728291034698,1,12,DE
pr,4,11743.31616210938,11743.31616210938,1,12,DE
sh,4,2912.675537109375,2912.675537109375,1,12,DE
fh,5,110.2907912731171,111.4071805477142,1.0101222,12,DE
pr,5,6120.426345825195,6660.440353393555,1.0882314,12,DE
sh,5,10141.57830810547,11114.62786865234,1.0959466,12,DE
fh,6,932.8363180160522,825.7631549835205,.88521761,12,DE
pr,6,139652.1276855469,126595.2026367188,.90650392,12,DE
sh,6,73820.10314941406,85011.73095703125,1.1516068,12,DE
fh,7,1532.285591125488,1532.285591125488,1,12,DE
pr,7,85397.32104492188,85397.32104492188,1,12,DE
sh,7,32066.42614746094,32066.42614746094,1,12,DE
fh,8,1226.068593978882,1226.068593978882,1,12,DE
pr,8,71871.06799316406,71871.06799316406,1,12,DE
sh,8,50409.61547851563,50409.61547851563,1,12,DE
fh,9,147.3340948224068,156.1504068076611,1.0598389,12,DE
pr,9,18134.36657714844,17611.38909912109,.97116095,12,DE
sh,9,19365.57409667969,19089.58203125,.98574829,12,DE
fh,10,249.5420804023743,272.0678997039795,1.0902686,12,DE
pr,10,13350.84817504883,15180.26599121094,1.1370263,12,DE
sh,10,0,0,1,12,DE
fh,11,0,0,1,12,DE
pr,11,0,0,1,12,DE
sh,11,0,0,1,12,DE
fh,12,0,0,1,12,DE
pr,12,0,0,1,12,DE
sh,12,0,0,1,12,DE
fh,1,0,0,1,13,DE
pr,1,0,0,1,13,DE
sh,1,0,0,1,13,DE
fh,2,0,0,1,13,DE
pr,2,0,0,1,13,DE
sh,2,0,0,1,13,DE
fh,3,0,0,1,13,DE
pr,3,0,0,1,13,DE
sh,3,0,0,1,13,DE
fh,4,17.80844736099243,17.80844736099243,1,13,DE
pr,4,6752.447021484375,6752.447021484375,1,13,DE
sh,4,6130.143851280212,6130.143851280212,1,13,DE
fh,5,128.8690829277039,132.9555678367615,1.0317104,13,DE
pr,5,5786.12548828125,6612.71484375,1.1428572,13,DE
sh,5,8105.836608886719,7784.221984863281,.9603231,13,DE
fh,6,1095.239152908325,1039.98734664917,.94955277,13,DE
pr,6,179781.5551757813,180302.63671875,1.0028985,13,DE
sh,6,9185.184631347656,8912.242309570313,.97028452,13,DE
fh,7,996.1633243560791,996.1633243560791,1,13,DE
pr,7,79145.86376953125,79145.86376953125,1,13,DE
sh,7,33241.46655273438,33241.46655273438,1,13,DE
fh,8,519.3167867660522,519.3167867660522,1,13,DE
pr,8,71710.87329101563,71710.87329101563,1,13,DE
sh,8,62061.1142578125,62061.1142578125,1,13,DE
fh,9,11.42627203464508,10.61010974645615,.9285714,13,DE
pr,9,21751.42468261719,21579.17932128906,.99208117,13,DE
sh,9,22022.787109375,20973.04759216309,.95233393,13,DE
fh,10,551.2602882385254,593.9224433898926,1.0773902,13,DE
pr,10,17359.68859863281,19123.38513183594,1.1015972,13,DE
sh,10,7528.572631835938,8686.814575195313,1.1538461,13,DE
fh,11,0,0,1,13,DE
pr,11,0,0,1,13,DE
sh,11,0,0,1,13,DE
fh,12,0,0,1,13,DE
pr,12,0,0,1,13,DE
sh,12,0,0,1,13,DE
fh,1,0,0,1,14,DE
pr,1,0,0,1,14,DE
sh,1,0,0,1,14,DE
fh,2,0,0,1,14,DE
pr,2,0,0,1,14,DE
sh,2,0,0,1,14,DE
fh,3,0,0,1,14,DE
pr,3,0,0,1,14,DE
sh,3,0,0,1,14,DE
fh,4,22.45143270492554,22.45143270492554,1,14,DE
pr,4,8946.933837890625,8946.933837890625,1,14,DE
sh,4,14263.97973632813,14263.97973632813,1,14,DE
fh,5,41.3477988243103,47.2546272277832,1.1428572,14,DE
pr,5,14977.74072694778,17104.45203733444,1.1419915,14,DE
sh,5,4097.552230834961,4054.351547241211,.98945695,14,DE
fh,6,844.5594835281372,732.8106136322021,.86768383,14,DE
pr,6,170837.2045898438,162850.9453125,.9532522,14,DE
sh,6,59223.7060546875,65219.04052734375,1.1012321,14,DE
fh,7,1043.197772979736,1043.197772979736,1,14,DE
pr,7,64074.54052734375,64074.54052734375,1,14,DE
sh,7,30218.30041503906,30218.30041503906,1,14,DE
fh,8,856.9660148620605,856.9660148620605,1,14,DE
pr,8,69983.1962890625,69983.1962890625,1,14,DE
sh,8,22823.60089111328,22823.60089111328,1,14,DE
fh,9,82.52224636077881,82.93499374389648,1.0050017,14,DE
pr,9,37501.12939453125,37878.62658691406,1.0100663,14,DE
sh,9,25962.921875,25097.94778442383,.96668428,14,DE
fh,10,615.8870515823364,672.6601028442383,1.092181,14,DE
pr,10,13492.3355255127,15261.55474853516,1.1311277,14,DE
sh,10,7868.47216796875,9079.00634765625,1.1538461,14,DE
